time,target,true_x,true_z,meas_x,meas_z,measurement_available,est_x,est_z
47.168,TARGET_1,-0.42765,0.442002,-0.414234,0.45328,True,-0.418043096671077,0.44559520827930393
47.232,TARGET_1,-0.430076,0.442818,-0.414801,0.456104,True,-0.41792323224030276,0.4503358610819708
47.296,TARGET_1,-0.432502,0.443635,-0.434508,0.46073,True,-0.4255794097626369,0.4551596052796462
47.36,TARGET_1,-0.434928,0.444451,-0.430602,0.434778,True,-0.42885921035405605,0.4479292731355756
47.424,TARGET_1,-0.437355,0.445268,-0.455089,0.460468,True,-0.440569617161245,0.4534328396956841
47.488,TARGET_1,-0.439781,0.446084,-0.429325,0.443363,True,-0.4377745285377809,0.45014674576868063
47.552,TARGET_1,-0.442207,0.446901,-0.42539,0.461523,True,-0.4343402649075126,0.4551958908732726
47.616,TARGET_1,-0.444634,0.447717,-0.438023,0.466289,True,-0.4370645761368293,0.46027384230054347
47.68,TARGET_1,-0.44706,0.448534,-0.45084,0.465956,True,-0.4438038754546499,0.4633445855398978
47.744,TARGET_1,-0.449486,0.44935,-0.460615,0.463597,True,-0.4519009982716385,0.4643249280327357
47.808,TARGET_1,-0.451913,0.450167,-0.463343,0.440265,True,-0.4580675403292134,0.45566883042375816
47.872,TARGET_1,-0.454339,0.450983,-0.46586,0.454846,True,-0.4629073993163829,0.45586463334424815
47.936,TARGET_1,-0.456765,0.4518,-0.446753,0.471796,True,-0.45833743386799364,0.4626672364250973
48.0,TARGET_1,-0.459192,0.452616,-0.450323,0.468018,True,-0.4567305534323198,0.4654863720580753
48.064,TARGET_1,-0.461618,0.453433,,,False,-0.4590832020621209,0.4667410955445298
48.128,TARGET_1,-0.464044,0.454249,-0.456352,0.473423,True,-0.45896739388568847,0.47063097938746656
48.192,TARGET_1,-0.46647,0.455066,-0.479269,0.453554,True,-0.4689584698699006,0.4640879907466872
48.256,TARGET_1,-0.468897,0.455882,-0.46503,0.462604,True,-0.4689153414781896,0.4640493157987181
48.32,TARGET_1,-0.471323,0.456699,,,False,-0.47141189825837,0.46495538332018443
48.384,TARGET_1,-0.473749,0.457515,-0.484162,0.472252,True,-0.4789277116636753,0.4689897158779701
48.448,TARGET_1,-0.476176,0.458332,-0.470997,0.445314,True,-0.47708481097998123,0.45939373770956593
48.512,TARGET_1,-0.478602,0.459148,-0.471231,0.473099,True,-0.4761754097301681,0.465294937469572
48.576,TARGET_1,-0.481028,0.459965,-0.477761,0.44111,True,-0.4782062205693687,0.45607125397195347
48.64,TARGET_1,-0.483455,0.460781,-0.491374,0.443835,True,-0.48483507047499697,0.45134596757237083
48.704,TARGET_1,-0.485881,0.461598,-0.485722,0.464678,True,-0.48672792657925795,0.45660385474795734
48.768,TARGET_1,-0.488307,0.462414,-0.470345,0.470012,True,-0.48176199599091973,0.4620650685094796
48.832,TARGET_1,-0.490733,0.46323,-0.495495,0.448651,True,-0.48846351468505694,0.45708608918440696
48.896,TARGET_1,-0.49316,0.464047,-0.502492,0.467943,True,-0.4954377805301747,0.4615241296993693
48.96,TARGET_1,-0.495586,0.464863,,,False,-0.4980526698801888,0.46199542769471164
49.024,TARGET_1,-0.498012,0.46568,-0.513715,0.453617,True,-0.5070027714045979,0.45816972285855095
49.088,TARGET_1,-0.500439,0.466496,-0.481908,0.450221,True,-0.49790489701678514,0.4548856261461354
49.152,TARGET_1,-0.502865,0.467313,-0.519446,0.476603,True,-0.5080739223731293,0.46379136961668077
49.216,TARGET_1,-0.505291,0.468129,-0.515149,0.484181,True,-0.512548841701092,0.4722825548850341
49.28,TARGET_1,-0.507718,0.468946,-0.517605,0.458955,True,-0.5162654524739992,0.4675703704952601
49.344,TARGET_1,-0.510144,0.469762,,,False,-0.5191472829333392,0.4682271196774093
49.408,TARGET_1,-0.51257,0.470579,-0.496582,0.459115,True,-0.5096606078536968,0.46413573469068253
49.472,TARGET_1,-0.514997,0.471395,,,False,-0.5118596130272595,0.4645303547044731
49.536,TARGET_1,-0.517423,0.472212,-0.518197,0.480831,True,-0.5161816692611968,0.47308500090227745
49.6,TARGET_1,-0.519849,0.473028,-0.5238,0.469517,True,-0.52082639220152,0.47198737406651753
49.664,TARGET_1,-0.522275,0.473845,,,False,-0.5232679444154705,0.4727200679036197
49.728,TARGET_1,-0.524702,0.474661,-0.511253,0.473168,True,-0.518500709167771,0.4733107642071081
49.792,TARGET_1,-0.522222,0.474024,-0.521697,0.477364,True,-0.5210483004282821,0.4754811804483483
49.856,TARGET_1,-0.519743,0.473388,-0.510157,0.478908,True,-0.5178015511814205,0.4773618323304569
49.92,TARGET_1,-0.517263,0.472751,-0.506195,0.454859,True,-0.5142113519958247,0.46884781212018406
49.984,TARGET_1,-0.514784,0.472114,-0.529096,0.461754,True,-0.5210262811735028,0.46623256418383213
50.048,TARGET_1,-0.512304,0.471477,-0.519318,0.454983,True,-0.5214251059280934,0.461880328418949
50.112,TARGET_1,-0.509825,0.47084,-0.526764,0.478567,True,-0.5245689239604154,0.46844089603719136
50.176,TARGET_1,-0.507345,0.470203,-0.499576,0.456561,True,-0.515756917114648,0.4639184507284108
50.24,TARGET_1,-0.504866,0.469566,-0.517241,0.477364,True,-0.5170633919996193,0.4692544559727789
50.304,TARGET_1,-0.502386,0.46893,-0.491731,0.482154,True,-0.5077623779144373,0.47455483979339264
50.368,TARGET_1,-0.499907,0.468293,-0.500458,0.448725,True,-0.5052381386409773,0.46469891780190853
50.432,TARGET_1,-0.497427,0.467656,-0.494757,0.461963,True,-0.5013503253085323,0.46362568028407153
50.496,TARGET_1,-0.494948,0.467019,-0.507674,0.482204,True,-0.5039655338563039,0.470949740390294
50.56,TARGET_1,-0.492468,0.466382,-0.504809,0.482742,True,-0.5044947482695914,0.4758391277774232
50.624,TARGET_1,-0.489988,0.465745,-0.481936,0.447725,True,-0.49577043427255807,0.46509081808484565
50.688,TARGET_1,-0.487509,0.465108,-0.473195,0.461693,True,-0.4867314763702066,0.4637363052525371
50.752,TARGET_1,-0.485029,0.464472,-0.473555,0.461999,True,-0.481110371572263,0.46299337602183516
50.816,TARGET_1,-0.48255,0.463835,-0.499345,0.445381,True,-0.48775055346038765,0.45594648950292627
50.88,TARGET_1,-0.48007,0.463198,,,False,-0.4872256830126316,0.4554287878816345
50.944,TARGET_1,-0.477591,0.462561,-0.458773,0.453642,True,-0.47313999508421484,0.4542948601558548
51.008,TARGET_1,-0.475111,0.461924,-0.464213,0.470989,True,-0.4685750912027713,0.461157334023669
51.072,TARGET_1,-0.472632,0.461287,-0.466056,0.468476,True,-0.4666835773905935,0.46406683865111004
51.136,TARGET_1,-0.470152,0.460651,-0.469394,0.44069,True,-0.4668824791332817,0.4547129563217854
51.2,TARGET_1,-0.467673,0.460014,-0.452794,0.447967,True,-0.46044470824709316,0.45173215050557086
51.264,TARGET_1,-0.465193,0.459377,-0.46015,0.476929,True,-0.4593198130110092,0.4613366356567993
51.328,TARGET_1,-0.462714,0.45874,-0.460582,0.445186,True,-0.45882912874986603,0.4549058372882102
51.392,TARGET_1,-0.460234,0.458103,-0.460126,0.441416,True,-0.45839066314765015,0.4493145986014935
51.456,TARGET_1,-0.457755,0.457466,-0.448979,0.472093,True,-0.45375331588953105,0.4578995787919526
51.52,TARGET_1,-0.455275,0.456829,-0.46804,0.446088,True,-0.4583869159177789,0.45311332073740723
51.584,TARGET_1,-0.452796,0.456193,-0.458481,0.468445,True,-0.457619529063127,0.4589108995724274
51.648,TARGET_1,-0.450316,0.455556,-0.458149,0.454503,True,-0.4570435956075098,0.4571100107470492
51.712,TARGET_1,-0.447837,0.454919,-0.448479,0.455704,True,-0.45289384562044044,0.4564389019878981
51.776,TARGET_1,-0.445357,0.454282,-0.455727,0.468255,True,-0.4531557991438943,0.46098329361011803
51.84,TARGET_1,-0.442878,0.453645,,,False,-0.4518288851073794,0.46103415126315583
51.904,TARGET_1,-0.440398,0.453008,-0.44752,0.458372,True,-0.4490540634815855,0.4597676969416011
51.968,TARGET_1,-0.437919,0.452372,-0.434859,0.43576,True,-0.442149380008784,0.44943408178285865
52.032,TARGET_1,-0.435439,0.451735,,,False,-0.4404385154183862,0.4488421678904112
52.096,TARGET_1,-0.432959,0.451098,-0.416253,0.455157,True,-0.42757915492342896,0.4516763285611175
52.16,TARGET_1,-0.43048,0.450461,-0.435967,0.462455,True,-0.42990025274624866,0.45611945748782895
52.224,TARGET_1,-0.428,0.449824,-0.429109,0.441479,True,-0.42835704758666326,0.45003136774220165
52.288,TARGET_1,-0.425521,0.449187,-0.417734,0.438331,True,-0.4228746645955249,0.4450569369671075
52.352,TARGET_1,-0.423041,0.44855,-0.421857,0.448302,True,-0.4211275604533612,0.44591547226874406
52.416,TARGET_1,-0.420562,0.447914,,,False,-0.41892561974383435,0.44528590607354923
52.48,TARGET_1,-0.418082,0.447277,-0.424642,0.459346,True,-0.42057231340586637,0.45179612760552923
52.544,TARGET_1,-0.415603,0.44664,-0.428607,0.428392,True,-0.42289349165722206,0.44159725902889935
52.608,TARGET_1,-0.413123,0.446003,,,False,-0.42114175011725863,0.4408118642098222
52.672,TARGET_1,-0.410644,0.445366,-0.409359,0.454087,True,-0.4144140572344868,0.4470012930713949
52.736,TARGET_1,-0.408164,0.444729,-0.402291,0.438111,True,-0.4080124270739287,0.44291875859971475
52.8,TARGET_1,-0.405685,0.444093,-0.402377,0.445761,True,-0.4043652960246389,0.44372765664603275
52.864,TARGET_1,-0.403205,0.443456,-0.407734,0.429135,True,-0.40431574740038445,0.43755642366173875
52.928,TARGET_1,-0.400726,0.442819,-0.383121,0.460581,True,-0.3945527168909369,0.4462078821057816
52.992,TARGET_1,-0.398246,0.442182,-0.385311,0.453794,True,-0.38929891736563826,0.44902738962392014
53.056,TARGET_1,-0.395767,0.441545,-0.37775,0.432803,True,-0.3830462364033601,0.44252184073622786
53.12,TARGET_1,-0.393287,0.440908,-0.39827,0.460107,True,-0.3872727430592457,0.44918325914867957
53.184,TARGET_1,-0.390808,0.440271,-0.403592,0.435188,True,-0.39217651450266694,0.44359015723776896
53.248,TARGET_1,-0.388328,0.439635,-0.374381,0.434674,True,-0.3838349667785209,0.4398199752057263
53.312,TARGET_1,-0.385849,0.438998,,,False,-0.3813356447431249,0.4392298285223237
53.376,TARGET_1,-0.383369,0.438361,-0.398915,0.441581,True,-0.3885860082251487,0.44006790973759013
53.44,TARGET_1,-0.38089,0.437724,-0.381856,0.457418,True,-0.384575491925087,0.447235780696173
53.504,TARGET_1,-0.37841,0.437087,-0.3626,0.446303,True,-0.37436190655965884,0.4468031349402114
53.568,TARGET_1,-0.375931,0.43645,-0.358986,0.417942,True,-0.3666857215122783,0.435170870500443
53.632,TARGET_1,-0.373451,0.435813,-0.364602,0.444613,True,-0.36416327513666286,0.43847463021340793
53.696,TARGET_1,-0.370971,0.435177,-0.382677,0.4278,True,-0.3698143170066863,0.43392844777274403
53.76,TARGET_1,-0.368492,0.43454,-0.350488,0.416491,True,-0.3607597667755677,0.4265731379626346
53.824,TARGET_1,-0.366012,0.433903,,,False,-0.3580594843943472,0.4254547887956142
53.888,TARGET_1,-0.363533,0.433266,-0.345193,0.425024,True,-0.35042256511000147,0.4246703141569799
53.952,TARGET_1,-0.361053,0.432629,-0.359482,0.43288,True,-0.35262230050837345,0.42757274645634724
54.016,TARGET_1,-0.358574,0.431992,-0.36099,0.420319,True,-0.35445649765397697,0.4240865863309677
54.08,TARGET_1,-0.356094,0.431356,,,False,-0.3520199350627407,0.4230631873947931
54.144,TARGET_1,-0.353615,0.430719,-0.340463,0.428404,True,-0.34511868534073364,0.425155254790184
54.208,TARGET_1,-0.351135,0.430082,,,False,-0.34243677633680275,0.4243030590012697
54.272,TARGET_1,-0.348656,0.429445,-0.33447,0.445133,True,-0.33703895683625745,0.4345933837680405
54.336,TARGET_1,-0.346176,0.428808,-0.335367,0.441961,True,-0.3347184896570957,0.43769348763908933
54.4,TARGET_1,-0.343697,0.428171,-0.355116,0.435101,True,-0.34148681658902547,0.4365856096114619
54.464,TARGET_1,-0.341217,0.427534,,,False,-0.33921128912554693,0.43646286713856436
54.528,TARGET_1,-0.338738,0.426898,-0.343715,0.435542,True,-0.3402604243347592,0.43594870970843635
54.592,TARGET_1,-0.336258,0.426261,-0.328787,0.42357,True,-0.3341197379950574,0.4305256991466701
54.656,TARGET_1,-0.333779,0.425624,-0.333771,0.445237,True,-0.3326095079822005,0.4362937895137556
54.72,TARGET_1,-0.331299,0.424987,-0.325208,0.416975,True,-0.3282811902555257,0.4284928641920901
54.784,TARGET_1,-0.32882,0.42435,-0.328934,0.418422,True,-0.32710381154008616,0.4241749093378482
54.848,TARGET_1,-0.32634,0.423713,,,False,-0.32478571032442205,0.42344263610447286
54.912,TARGET_1,-0.323861,0.423077,-0.335976,0.403694,True,-0.3290334072273124,0.41346739673500876
54.976,TARGET_1,-0.321381,0.42244,-0.318709,0.441597,True,-0.3234787837014247,0.4248564466942024
55.04,TARGET_1,-0.318902,0.421803,,,False,-0.3213245023863227,0.4243112846218087
55.104,TARGET_1,-0.316422,0.421166,-0.299753,0.411264,True,-0.3095375209795383,0.41756393756185933
55.168,TARGET_1,-0.313942,0.420529,-0.311195,0.405123,True,-0.30873699446919683,0.4116696931295216
55.232,TARGET_1,-0.311463,0.419892,-0.310433,0.41887,True,-0.3079123755319889,0.4139400877429563
55.296,TARGET_1,-0.308983,0.419255,-0.295235,0.430432,True,-0.30133962502486555,0.4199771096229138
55.36,TARGET_1,-0.306504,0.418619,-0.304633,0.431845,True,-0.30101824542428485,0.4243482576192731
55.424,TARGET_1,-0.304024,0.417982,-0.313819,0.418939,True,-0.30453830263230686,0.42202057919750496
55.488,TARGET_1,-0.301545,0.417345,-0.30084,0.416432,True,-0.3017246152451713,0.4195558921735802
55.552,TARGET_1,-0.299065,0.416708,-0.308847,0.409641,True,-0.30317396747537984,0.415310388438015
55.616,TARGET_1,-0.296586,0.416071,-0.307617,0.434101,True,-0.3036888221059544,0.42229846251807845
55.68,TARGET_1,-0.294106,0.415434,-0.278156,0.414324,True,-0.292429388886873,0.4189579441569947
55.744,TARGET_1,-0.291627,0.414797,-0.284066,0.402939,True,-0.2876461862016275,0.4123309619451661
55.808,TARGET_1,-0.289147,0.414161,-0.273483,0.411483,True,-0.28048819517469475,0.4114980954450389
55.872,TARGET_1,-0.286668,0.413524,-0.295301,0.404071,True,-0.28464030510532246,0.40806145437608593
55.936,TARGET_1,-0.284188,0.412887,-0.273439,0.405221,True,-0.27873577049149467,0.40635092701957515
56.0,TARGET_1,-0.281709,0.41225,,,False,-0.27610455012418195,0.40533867537968016
56.064,TARGET_1,-0.279229,0.411613,-0.291468,0.429162,True,-0.2822111676603162,0.41638606343689455
56.128,TARGET_1,-0.27675,0.410976,-0.270452,0.416308,True,-0.27593135777318595,0.4161559976707054
56.192,TARGET_1,-0.27427,0.41034,-0.278823,0.415346,True,-0.27570992867333366,0.41562472797709404
56.256,TARGET_1,-0.271791,0.409703,,,False,-0.27345350875912794,0.4152756606211649
56.32,TARGET_1,-0.269311,0.409066,-0.262535,0.408148,True,-0.26695668842033826,0.4116082308846839
56.384,TARGET_1,-0.266832,0.408429,-0.267012,0.398877,True,-0.2655645953991902,0.4058160088874506
56.448,TARGET_1,-0.264352,0.407792,-0.278383,0.403176,True,-0.26937846497610685,0.4042503148847817
56.512,TARGET_1,-0.261873,0.407155,,,False,-0.2672948599526661,0.4033882379738309
56.576,TARGET_1,-0.259393,0.406518,,,False,-0.26521125492922537,0.4025261610628801
56.64,TARGET_1,-0.256913,0.405882,-0.245088,0.418364,True,-0.2529973813031829,0.4110420174303104
56.704,TARGET_1,-0.254434,0.405245,-0.236116,0.386951,True,-0.24387511420215965,0.39987111368367306
56.768,TARGET_1,-0.251954,0.404608,-0.246358,0.387019,True,-0.24318154710040377,0.39394603331829287
56.832,TARGET_1,-0.249475,0.403971,-0.26,0.423252,True,-0.24828098714436103,0.4050716550437594
56.896,TARGET_1,-0.246995,0.403334,,,False,-0.245865482116431,0.40453893187131335
56.96,TARGET_1,-0.244516,0.402697,-0.230943,0.409686,True,-0.2373481347507419,0.40677723728440385
57.024,TARGET_1,-0.242036,0.402061,-0.25421,0.413595,True,-0.2430428690146206,0.40949626252154614
57.088,TARGET_1,-0.239557,0.401424,-0.247983,0.396635,True,-0.24371390467425114,0.40410923563373324
57.152,TARGET_1,-0.237077,0.400787,-0.227097,0.396997,True,-0.23578108445703128,0.4009604992657328
57.216,TARGET_1,-0.234598,0.40015,-0.231706,0.38415,True,-0.23268746596115839,0.39388794581171965
57.28,TARGET_1,-0.232118,0.399513,-0.246796,0.402363,True,-0.23678179737880847,0.3966414289706049
57.344,TARGET_1,-0.229639,0.398876,-0.222231,0.415862,True,-0.22974418266627208,0.40377234865161715
57.408,TARGET_1,-0.227159,0.398239,-0.237113,0.386888,True,-0.23121658281454255,0.39687970513276455
57.472,TARGET_1,-0.22468,0.397603,-0.232168,0.377886,True,-0.23028022982645754,0.3889307164859749
57.536,TARGET_1,-0.2222,0.396966,,,False,-0.22817717591108652,0.3878077075831163
57.6,TARGET_1,-0.219721,0.396329,,,False,-0.2260741219957155,0.3866846986802577
57.664,TARGET_1,-0.217241,0.395692,-0.230808,0.405186,True,-0.2277891377651744,0.39652084292198464
57.728,TARGET_1,-0.214762,0.395055,,,False,-0.22589286362504923,0.39599136200870844
57.792,TARGET_1,-0.212282,0.394418,-0.219196,0.390546,True,-0.22143910776441197,0.3928429785458055
57.856,TARGET_1,-0.209803,0.393782,-0.22434,0.381305,True,-0.22160591737503152,0.38732744591010704
57.92,TARGET_1,-0.207323,0.393145,-0.224155,0.406052,True,-0.22154257669576397,0.39454819467905666
57.984,TARGET_1,-0.204844,0.392508,-0.22185,0.377162,True,-0.22058352116172245,0.3872541095488654
58.048,TARGET_1,-0.202364,0.391871,-0.2147,0.409533,True,-0.21717741958187353,0.3956089318105272
58.112,TARGET_1,-0.199885,0.391234,-0.193163,0.402914,True,-0.2065332072103572,0.3982953401145953
58.176,TARGET_1,-0.197405,0.390597,-0.209296,0.39216,True,-0.20620836869699974,0.3957577769102643
58.24,TARGET_1,-0.194925,0.38996,-0.178206,0.376612,True,-0.19377552458601,0.38799245637606855
58.304,TARGET_1,-0.192446,0.389324,-0.176321,0.399859,True,-0.18517156492634845,0.39224683330663734
58.368,TARGET_1,-0.189966,0.388687,-0.18018,0.391151,True,-0.1813023171862488,0.3915413170408374
58.432,TARGET_1,-0.187487,0.38805,-0.169543,0.379707,True,-0.17472997400267404,0.386577746070592
58.496,TARGET_1,-0.185007,0.387413,-0.178533,0.393151,True,-0.17420034462606843,0.38874527334449216
58.56,TARGET_1,-0.182528,0.386776,-0.178583,0.371348,True,-0.17399663793962702,0.38152530995378975
58.624,TARGET_1,-0.180048,0.386139,-0.176928,0.366878,True,-0.17332080444010786,0.37516682196583534
58.688,TARGET_1,-0.177569,0.385502,-0.174386,0.403398,True,-0.17198684081381835,0.3855916017611353
58.752,TARGET_1,-0.175089,0.384866,-0.166204,0.383146,True,-0.1679964197580319,0.3842736045254779
58.816,TARGET_1,-0.17261,0.384229,-0.189686,0.374843,True,-0.17483731565466779,0.38016643223568064
58.88,TARGET_1,-0.17013,0.383592,,,False,-0.17250185538939614,0.3793490941872411
58.944,TARGET_1,-0.167651,0.382955,-0.15448,0.401458,True,-0.1625493882325758,0.38966429207878356
59.008,TARGET_1,-0.165171,0.382318,-0.159515,0.367733,True,-0.1596730805255842,0.38012085556573905
59.072,TARGET_1,-0.162692,0.381681,-0.166495,0.387201,True,-0.16083009459493783,0.38259268656450474
59.136,TARGET_1,-0.160212,0.381045,-0.157867,0.380574,True,-0.15811685168626308,0.3814596151523402
59.2,TARGET_1,-0.157733,0.380408,-0.156657,0.380627,True,-0.15599706770806399,0.3807830167665717
59.264,TARGET_1,-0.155253,0.379771,,,False,-0.15346602431053719,0.38020364557457703
59.328,TARGET_1,-0.152774,0.379134,-0.149554,0.396292,True,-0.15026376187551813,0.3877255411276238
59.392,TARGET_1,-0.150294,0.378497,-0.162243,0.371592,True,-0.15395164894299487,0.38071209722044813
59.456,TARGET_1,-0.147815,0.37786,-0.158915,0.381159,True,-0.15466824215780037,0.38059235879105696
59.52,TARGET_1,-0.145335,0.377223,-0.140838,0.359046,True,-0.14789041838001918,0.3716621289721595
59.584,TARGET_1,-0.142856,0.376587,,,False,-0.1455677269403901,0.3707017218633567
59.648,TARGET_1,-0.140376,0.37595,-0.126714,0.386198,True,-0.13519453623242644,0.3777556059658684
59.712,TARGET_1,-0.137896,0.375313,-0.125432,0.361824,True,-0.12941739501063032,0.37060384966694065
