time,target,true_x,true_z,meas_x,meas_z,measurement_available,est_x,est_z
59.968,TARGET_1,-0.127978,0.372766,,,False,-0.1268435552091738,0.37407547294837834
60.032,TARGET_1,-0.125499,0.372129,-0.1373,0.381475,True,-0.1306369526703477,0.377405549751215
60.096,TARGET_1,-0.123019,0.371492,,,False,-0.12847705165311596,0.3770996547868657
60.16,TARGET_1,-0.12054,0.370855,-0.112954,0.362197,True,-0.11946161191387145,0.3693053572065595
60.224,TARGET_1,-0.11806,0.370218,-0.108789,0.361223,True,-0.1133525742119219,0.36535450821684534
60.288,TARGET_1,-0.115581,0.369581,-0.105488,0.352826,True,-0.10850616178233255,0.3596644847068001
60.352,TARGET_1,-0.113101,0.368944,-0.123605,0.38299,True,-0.11287609236531707,0.368352883033523
60.416,TARGET_1,-0.110622,0.368308,-0.094278,0.374765,True,-0.10400194076528761,0.37053910518100225
60.48,TARGET_1,-0.108142,0.367671,-0.119838,0.375074,True,-0.10858949384647056,0.3720642898390488
60.544,TARGET_1,-0.105663,0.367034,,,False,-0.1062003043183736,0.37172274012055756
60.608,TARGET_1,-0.103183,0.366397,,,False,-0.10381111479027665,0.3713811904020663
60.672,TARGET_1,-0.100704,0.36576,-0.104816,0.363269,True,-0.10331754947985097,0.3666996612180473
0.064,TARGET_2,0.59819,0.49819,0.601182,0.489618,True,0.601182,0.489618
0.128,TARGET_2,0.59638,0.49638,0.580103,0.479673,True,0.5895001195287395,0.4841065288065522
0.192,TARGET_2,0.594569,0.494569,0.598905,0.475187,True,0.5935594350584341,0.47965421422273896
0.256,TARGET_2,0.592759,0.492759,0.604826,0.507355,True,0.5987191444471793,0.49208731457497995
0.32,TARGET_2,0.590949,0.490949,0.609916,0.485741,True,0.6042912397090532,0.48974119930982124
0.384,TARGET_2,0.589139,0.489139,0.572275,0.499588,True,0.5901747744847715,0.4946420046664298
0.448,TARGET_2,0.587329,0.487329,0.596115,0.482611,True,0.5924283851290639,0.4897889403657593
0.512,TARGET_2,0.585518,0.485518,0.596895,0.482583,True,0.5942019563858422,0.48675501146394357
0.576,TARGET_2,0.583708,0.483708,0.597804,0.476922,True,0.5957098303490703,0.4823679704796176
0.64,TARGET_2,0.581898,0.481898,,,False,0.5957330279456164,0.4818418887356982
0.704,TARGET_2,0.580088,0.480088,0.579468,0.472245,True,0.5869438331364398,0.47640824290868017
0.768,TARGET_2,0.578278,0.478278,0.59703,0.465826,True,0.5912001783119527,0.47093227310594127
0.832,TARGET_2,0.576467,0.476467,,,False,0.5908261713144003,0.4695119749922414
0.896,TARGET_2,0.574657,0.474657,0.572895,0.469083,True,0.5811063350745426,0.46861936668367765
0.96,TARGET_2,0.572847,0.472847,0.591287,0.473381,True,0.5851407373783806,0.47004795029935253
1.024,TARGET_2,0.571037,0.471037,0.558193,0.454437,True,0.5731778280305668,0.4626993095463537
1.088,TARGET_2,0.569227,0.469227,0.573368,0.482472,True,0.5723337003986841,0.4699787474144791
1.152,TARGET_2,0.567417,0.467417,0.573523,0.474626,True,0.5719210267016391,0.4713111742113789
1.216,TARGET_2,0.565606,0.465606,0.565844,0.479446,True,0.5685878800877553,0.47414310808796123
1.28,TARGET_2,0.563796,0.463796,0.561555,0.46116,True,0.5647990574071357,0.46854955889974015
1.344,TARGET_2,0.561986,0.461986,0.575843,0.444947,True,0.5682286679967687,0.4584827591505865
1.408,TARGET_2,0.560176,0.460176,0.560322,0.464487,True,0.5642161890243783,0.460002067749378
1.472,TARGET_2,0.558366,0.458366,0.554365,0.45301,True,0.559326631060927,0.4564100916651316
1.536,TARGET_2,0.556555,0.456555,0.561488,0.439134,True,0.5591332949461416,0.4486115455347976
1.6,TARGET_2,0.554745,0.454745,0.557065,0.468699,True,0.5573034575106857,0.455542045295937
1.664,TARGET_2,0.552935,0.452935,0.533638,0.453874,True,0.5468348591484373,0.4540900742142362
1.728,TARGET_2,0.551125,0.451125,,,False,0.5446159944631892,0.45277317729691535
1.792,TARGET_2,0.549315,0.449315,0.530561,0.446882,True,0.5365945764573058,0.44921378166556386
1.856,TARGET_2,0.547504,0.447504,0.540569,0.439379,True,0.536863517206326,0.4441323575147866
1.92,TARGET_2,0.545694,0.445694,,,False,0.5344672813976206,0.44246979609372583
1.984,TARGET_2,0.543884,0.443884,0.552978,0.428616,True,0.5425110066032858,0.4347194988792496
2.048,TARGET_2,0.542074,0.442074,0.524558,0.453326,True,0.5336745354264217,0.4416909976917319
2.112,TARGET_2,0.540264,0.440264,0.529336,0.424285,True,0.5305935410956354,0.43363884531297503
2.176,TARGET_2,0.538453,0.438453,0.539736,0.436508,True,0.5329310631923025,0.4336753064070087
2.24,TARGET_2,0.536643,0.436643,,,False,0.5309436829173811,0.4319114387713981
2.304,TARGET_2,0.534833,0.434833,,,False,0.5289563026424597,0.4301475711357875
2.368,TARGET_2,0.533023,0.433023,0.530807,0.437353,True,0.5291238172514033,0.43341952950220075
2.432,TARGET_2,0.531213,0.431213,0.546728,0.419619,True,0.5361368134703007,0.42631657804575435
2.496,TARGET_2,0.529402,0.429402,0.526,0.433568,True,0.5310877416983412,0.4283119007179499
2.56,TARGET_2,0.527592,0.427592,0.536441,0.439911,True,0.5323132216586123,0.43206506314254645
2.624,TARGET_2,0.525782,0.425782,0.541871,0.444162,True,0.5352743049295056,0.4361240512153377
2.688,TARGET_2,0.523972,0.423972,0.53866,0.431989,True,0.5359088391175575,0.43388733327785084
2.752,TARGET_2,0.522162,0.422162,0.516109,0.433093,True,0.5274092493499754,0.43293498405452546
2.816,TARGET_2,0.520351,0.420351,0.506897,0.434844,True,0.5183794487667229,0.4330570590304219
2.88,TARGET_2,0.518541,0.418541,0.533871,0.406927,True,0.5233531781950167,0.42211425680594217
2.944,TARGET_2,0.516731,0.416731,0.519398,0.398274,True,0.5208612778585171,0.41173876225743383
3.008,TARGET_2,0.514921,0.414921,0.523559,0.407487,True,0.5209709108514423,0.40881823940246004
3.072,TARGET_2,0.513111,0.413111,,,False,0.5194800348583101,0.40672097282033076
3.136,TARGET_2,0.511301,0.411301,0.517606,0.40951,True,0.5178029881611924,0.4069978774559061
3.2,TARGET_2,0.50949,0.40949,,,False,0.5163017580724094,0.4050326531089571
3.264,TARGET_2,0.50768,0.40768,0.518251,0.403304,True,0.5165713908340158,0.40318884264823657
3.328,TARGET_2,0.50587,0.40587,0.514793,0.415381,True,0.5150025725580766,0.407449928195407
3.392,TARGET_2,0.50406,0.40406,0.488325,0.422409,True,0.5031655829030495,0.41267136176579094
3.456,TARGET_2,0.50225,0.40225,0.506258,0.400689,True,0.5032203906536115,0.40711068061102185
3.52,TARGET_2,0.500439,0.400439,0.507034,0.396241,True,0.5036101534243269,0.40189190346717074
3.584,TARGET_2,0.498629,0.398629,0.479021,0.41312,True,0.4928032454269069,0.4053253534126736
3.648,TARGET_2,0.496819,0.396819,0.490733,0.387762,True,0.49062046734714,0.3975230077970212
3.712,TARGET_2,0.495009,0.395009,0.478622,0.41059,True,0.48451036686027804,0.4016306611609841
3.776,TARGET_2,0.493199,0.393199,0.478714,0.37613,True,0.4807242442419042,0.3906734746487743
3.84,TARGET_2,0.491388,0.391388,0.488302,0.38291,True,0.4821860984600246,0.3864119638256567
3.904,TARGET_2,0.489578,0.389578,0.483984,0.384353,True,0.481496913297583,0.3843299236200074
3.968,TARGET_2,0.487768,0.387768,0.502278,0.37195,True,0.4883755625322806,0.378163983268498
4.032,TARGET_2,0.485958,0.385958,0.469049,0.391949,True,0.4796919211791153,0.38221401788686304
4.096,TARGET_2,0.484148,0.384148,0.484036,0.396794,True,0.480138433035209,0.38679555556375
4.16,TARGET_2,0.482337,0.382337,0.486691,0.392601,True,0.48154573630692393,0.388127476765837
4.224,TARGET_2,0.480527,0.380527,,,False,0.47977317241046025,0.3866946787024095
4.288,TARGET_2,0.478717,0.378717,0.465751,0.396813,True,0.47205218840047003,0.3908711138371136
4.352,TARGET_2,0.476907,0.376907,0.475831,0.362202,True,0.4724786113016855,0.37790543258035747
4.416,TARGET_2,0.475097,0.375097,0.481914,0.379568,True,0.4751784272485554,0.37753523177302806
4.48,TARGET_2,0.473286,0.373286,0.473679,0.383398,True,0.47355683600825593,0.3788673516699655
4.544,TARGET_2,0.471476,0.371476,0.473484,0.37298,True,0.472504598284048,0.37560467461843366
4.608,TARGET_2,0.469666,0.369666,,,False,0.47084199752923844,0.37397769447079504
4.672,TARGET_2,0.467856,0.367856,0.48217,0.383956,True,0.4754935499204653,0.3779915263620347
4.736,TARGET_2,0.466046,0.366046,0.473294,0.350381,True,0.4737987273160365,0.36536781598137263
4.8,TARGET_2,0.464235,0.364235,0.458864,0.376848,True,0.4669008466568688,0.36891740647437454
4.864,TARGET_2,0.462425,0.362425,0.45704,0.344286,True,0.46196352351220327,0.35806434143089666
4.928,TARGET_2,0.460615,0.360615,0.474426,0.361108,True,0.4658183258877408,0.3579800956345095
4.992,TARGET_2,0.458805,0.358805,0.477933,0.352618,True,0.46970931598431925,0.3546272241112336
5.056,TARGET_2,0.456995,0.356995,0.455462,0.343952,True,0.46333971878484215,0.34912765182158184
5.12,TARGET_2,0.455185,0.355185,0.471681,0.357778,True,0.4657366163110326,0.3511625754623962
5.184,TARGET_2,0.453374,0.353374,0.445107,0.348009,True,0.456801316730041,0.34867323404112915
5.248,TARGET_2,0.451564,0.351564,0.432789,0.370787,True,0.44626749742022104,0.3561672520688799
5.312,TARGET_2,0.449754,0.349754,,,False,0.4440628148307141,0.3546268892203078
5.376,TARGET_2,0.447944,0.347944,0.462836,0.366435,True,0.4520441649279068,0.35956802345515865
5.44,TARGET_2,0.446134,0.346134,0.445087,0.348283,True,0.44811770055733624,0.3540427916967578
5.504,TARGET_2,0.444323,0.344323,,,False,0.44635040924205566,0.3526210293509382
5.568,TARGET_2,0.442513,0.342513,,,False,0.4445831179267751,0.3511992670051186
5.632,TARGET_2,0.440703,0.340703,0.436127,0.329641,True,0.4390246180310835,0.3383641890393919
5.696,TARGET_2,0.438893,0.338893,0.454695,0.337193,True,0.44512077556615026,0.33672488689324087
5.76,TARGET_2,0.437083,0.337083,0.422436,0.352065,True,0.4347232115675192,0.341983193207878
5.824,TARGET_2,0.435272,0.335272,,,False,0.43270417356098684,0.34036681686641057
5.888,TARGET_2,0.433462,0.333462,0.415378,0.352176,True,0.423150082247511,0.34535927376877334
5.952,TARGET_2,0.431652,0.331652,0.448711,0.346647,True,0.4328137964035777,0.345202164968075
6.016,TARGET_2,0.429842,0.329842,0.431125,0.345981,True,0.4310784239224845,0.34481517916237114
6.08,TARGET_2,0.428032,0.328032,0.408814,0.325453,True,0.421092230039283,0.33636091112549404
6.144,TARGET_2,0.426221,0.326221,0.427616,0.329202,True,0.42234758081810336,0.3325760766579632
6.208,TARGET_2,0.424411,0.324411,0.42137,0.310189,True,0.4207356523126298,0.3226870803997063
6.272,TARGET_2,0.422601,0.322601,0.427831,0.307432,True,0.42233358145836086,0.3153534811813021
6.336,TARGET_2,0.420791,0.320791,0.418423,0.301749,True,0.4196966059579492,0.3084989658965829
6.4,TARGET_2,0.418981,0.318981,,,False,0.41784691951551506,0.305816992565623
6.464,TARGET_2,0.41717,0.31717,0.411362,0.308007,True,0.4137464049115534,0.30550080998048895
6.528,TARGET_2,0.41536,0.31536,,,False,0.41177210608721637,0.3029498136938722
6.592,TARGET_2,0.41355,0.31355,0.40669,0.316468,True,0.4082036007920627,0.30864179797303015
6.656,TARGET_2,0.41174,0.31174,0.425183,0.309361,True,0.41450827921643246,0.3077792847994304
6.72,TARGET_2,0.40993,0.30993,0.406825,0.291928,True,0.4103966693537888,0.30004596579078996
6.784,TARGET_2,0.40812,0.30812,0.405818,0.296347,True,0.4075139127914692,0.2971546645122474
6.848,TARGET_2,0.406309,0.306309,0.415859,0.319133,True,0.409748854893411,0.30447162242713366
6.912,TARGET_2,0.406907,0.30382,0.387989,0.299101,True,0.40016708397481104,0.30123321108876977
6.976,TARGET_2,0.407505,0.301331,0.41517,0.289063,True,0.4048824600728686,0.2952570624599702
7.04,TARGET_2,0.408103,0.298842,0.413849,0.295703,True,0.40743429117922453,0.29413821794117806
7.104,TARGET_2,0.408701,0.296353,0.404753,0.295687,True,0.40551905002542205,0.2934904479161696
7.168,TARGET_2,0.409299,0.293863,0.39115,0.305874,True,0.39896190023763245,0.29717887283898153
7.232,TARGET_2,0.409897,0.291374,0.398445,0.28952,True,0.3977121445918836,0.2931300522024895
7.296,TARGET_2,0.410495,0.288885,0.421352,0.299772,True,0.4060377401567948,0.29465976754435924
7.36,TARGET_2,0.411093,0.286396,0.404892,0.281654,True,0.4048965422510154,0.2885285550362983
7.424,TARGET_2,0.411691,0.283907,0.405483,0.293836,True,0.40444069166264357,0.2894909617900392
7.488,TARGET_2,0.412289,0.281417,0.418333,0.291406,True,0.40927329625663117,0.28920771935181094
7.552,TARGET_2,0.412887,0.278928,0.417436,0.270926,True,0.4120403755290113,0.2809814261222075
7.616,TARGET_2,0.413485,0.276439,0.414378,0.278978,True,0.41262256875029735,0.2789726601833009
7.68,TARGET_2,0.414083,0.27395,,,False,0.4121199509556737,0.276960594376069
7.744,TARGET_2,0.414681,0.271461,0.430789,0.26311,True,0.42092648965573237,0.26920011263610394
7.808,TARGET_2,0.415279,0.268971,0.399325,0.273744,True,0.4116468466060824,0.26982518764555585
7.872,TARGET_2,0.415877,0.266482,0.413265,0.263742,True,0.4120125792090587,0.2660565064041711
7.936,TARGET_2,0.416474,0.263993,0.410855,0.24876,True,0.41127718885089853,0.2577718846886361
8.0,TARGET_2,0.417072,0.261504,,,False,0.41080849890550086,0.25518014984378157
8.064,TARGET_2,0.41767,0.259015,,,False,0.4103398089601032,0.25258841499892704
8.128,TARGET_2,0.418268,0.256526,0.42856,0.271176,True,0.42032749753764687,0.2618464525049007
8.192,TARGET_2,0.418866,0.254036,0.423996,0.261919,True,0.4220486164923803,0.26081533577340116
8.256,TARGET_2,0.419464,0.251547,0.414479,0.237739,True,0.4189894738682663,0.2500573588290878
8.32,TARGET_2,0.420062,0.249058,0.407931,0.257153,True,0.4145229024521893,0.2515038909625659
8.384,TARGET_2,0.42066,0.246569,0.439226,0.240641,True,0.4242306089180867,0.24586390200984692
8.448,TARGET_2,0.421258,0.24408,0.422514,0.238655,True,0.42373796623224746,0.24157538188854166
8.512,TARGET_2,0.421856,0.24159,0.409886,0.240646,True,0.4184137609912602,0.2397125206981306
8.576,TARGET_2,0.422454,0.239101,,,False,0.41836778436132105,0.23727188567423643
8.64,TARGET_2,0.423052,0.236612,0.441176,0.220649,True,0.42941963012380807,0.2279444573219038
8.704,TARGET_2,0.42365,0.234123,0.440467,0.253043,True,0.4344925887119892,0.237126139736386
8.768,TARGET_2,0.424248,0.231634,0.416206,0.223338,True,0.4274957668376804,0.23021122754582346
8.832,TARGET_2,0.424846,0.229144,0.409012,0.214464,True,0.42031612560642184,0.22244784782501642
8.896,TARGET_2,0.425444,0.226655,0.432278,0.213845,True,0.42504927051152114,0.21738867257587977
8.96,TARGET_2,0.426042,0.224166,0.430117,0.224543,True,0.42719588187684054,0.21850386889824905
9.024,TARGET_2,0.42664,0.221677,0.411654,0.207407,True,0.4212452338436975,0.21252255341891244
9.088,TARGET_2,0.427238,0.219188,0.427884,0.215499,True,0.4238622259178077,0.21199860123659625
9.152,TARGET_2,0.427836,0.216699,0.437352,0.222019,True,0.42927941967972183,0.21433964527299085
9.216,TARGET_2,0.428433,0.214209,0.446931,0.203013,True,0.4365229635590394,0.20840435941828583
9.28,TARGET_2,0.429031,0.21172,0.413907,0.216089,True,0.42806425804436843,0.2098718579898213
9.344,TARGET_2,0.429629,0.209231,0.415665,0.196389,True,0.4233330873527694,0.2031017572761295
9.408,TARGET_2,0.430227,0.206742,0.413172,0.211098,True,0.4193168202031058,0.20468153096425415
9.472,TARGET_2,0.430825,0.204253,0.434574,0.213701,True,0.4252218130309555,0.2068090638096391
9.536,TARGET_2,0.431423,0.201763,0.425088,0.199255,True,0.42524477869626215,0.2025318633781678
9.6,TARGET_2,0.432021,0.199274,0.429498,0.201952,True,0.42700020233164804,0.20094140441136582
9.664,TARGET_2,0.432619,0.196785,0.433467,0.196153,True,0.4296871332712844,0.19770813090961203
9.728,TARGET_2,0.433217,0.194296,0.44992,0.182236,True,0.4379053721820121,0.19021273803038566
9.792,TARGET_2,0.433815,0.191807,,,False,0.43869906059295505,0.187646644271144
9.856,TARGET_2,0.434413,0.189317,0.452235,0.17989,True,0.44567984390052273,0.18256024004299948
9.92,TARGET_2,0.435011,0.186828,0.433913,0.206395,True,0.4412688364987411,0.19126457577267314
9.984,TARGET_2,0.435609,0.184339,0.448041,0.179651,True,0.4445289096684086,0.1852882606197045
10.048,TARGET_2,0.436207,0.18185,0.434999,0.191747,True,0.4412868267812734,0.18650417406582978
10.112,TARGET_2,0.436805,0.179361,0.417421,0.185806,True,0.4322370458397507,0.18496398969133282
10.176,TARGET_2,0.437403,0.176872,0.437146,0.170172,True,0.43429334657791463,0.1778544031391718
10.24,TARGET_2,0.438001,0.174382,0.427217,0.187359,True,0.4316657877008125,0.18019916392430343
10.304,TARGET_2,0.438599,0.171893,0.425246,0.179023,True,0.4292003693187343,0.17847428911994265
10.368,TARGET_2,0.439197,0.169404,0.434317,0.188183,True,0.43121224075959397,0.1810686485655268
10.432,TARGET_2,0.439795,0.166915,0.457751,0.159977,True,0.4417694783925477,0.17163397246984968
10.496,TARGET_2,0.440392,0.164426,0.45393,0.182172,True,0.44699311295632843,0.17445522678345154
10.56,TARGET_2,0.44099,0.161936,0.457453,0.146688,True,0.4516982423215317,0.16229141411277448
10.624,TARGET_2,0.441588,0.159447,0.452875,0.1534,True,0.45285825415543807,0.15724919069915014
10.688,TARGET_2,0.442186,0.156958,0.447266,0.157442,True,0.4513402148007838,0.15571581358826275
10.752,TARGET_2,0.442784,0.154469,0.447858,0.141283,True,0.4505664107142807,0.1484336553253108
10.816,TARGET_2,0.443382,0.15198,,,False,0.45146626049190225,0.14557022198215283
10.88,TARGET_2,0.44398,0.14949,0.448758,0.130727,True,0.4506141864699767,0.13688998281477344
10.944,TARGET_2,0.444578,0.147001,0.439187,0.138341,True,0.44615932962922683,0.13569786741420037
11.008,TARGET_2,0.445176,0.144512,,,False,0.4466716809906478,0.13262273865112442
11.072,TARGET_2,0.445774,0.142023,0.459763,0.132134,True,0.4534237696185158,0.13083057644133064
11.136,TARGET_2,0.446372,0.139534,0.448327,0.137322,True,0.4516981262250852,0.13194204469993642
11.2,TARGET_2,0.44697,0.137045,0.453956,0.117585,True,0.45304450423075965,0.12441297655940341
11.264,TARGET_2,0.447568,0.134555,0.432125,0.133159,True,0.44509807919560024,0.12610120774160496
11.328,TARGET_2,0.448166,0.132066,0.457008,0.140994,True,0.44999427441648493,0.13035117354450124
11.392,TARGET_2,0.448764,0.129577,0.433652,0.123237,True,0.4438318053863275,0.12609076713900086
11.456,TARGET_2,0.449362,0.127088,,,False,0.4439802431268437,0.12359953584795161
11.52,TARGET_2,0.44996,0.124599,0.432844,0.127273,True,0.4386478848203002,0.12410240237969364
11.584,TARGET_2,0.450558,0.122109,0.440496,0.122394,True,0.43935443519626505,0.1220420383456661
11.648,TARGET_2,0.451156,0.11962,0.4475,0.136411,True,0.4426228801232115,0.12655315769324688
11.712,TARGET_2,0.451753,0.117131,0.438591,0.11647,True,0.44105495044500737,0.12135350524134032
11.776,TARGET_2,0.452351,0.114642,0.471551,0.098386,True,0.45317397353905453,0.11094720954576213
11.84,TARGET_2,0.452949,0.112153,,,False,0.45384098783758875,0.1083686808997694
11.904,TARGET_2,0.453547,0.109663,0.458347,0.127676,True,0.45637395025939853,0.11642778685957396
11.968,TARGET_2,0.454145,0.107174,0.449113,0.12664,True,0.453690260780405,0.11968468158214324
12.032,TARGET_2,0.454743,0.104685,,,False,0.45426964482041066,0.1179832144297075
12.096,TARGET_2,0.455341,0.102196,0.469465,0.118026,True,0.4620996252357223,0.11714702487998815
12.16,TARGET_2,0.455939,0.099707,0.465365,0.115753,True,0.46406804607108404,0.11560564481120184
12.224,TARGET_2,0.456537,0.097218,0.453798,0.086214,True,0.4604623178802749,0.10257547826295955
12.288,TARGET_2,0.457135,0.094728,0.468918,0.098616,True,0.46431891119885493,0.09962366559406752
12.352,TARGET_2,0.457733,0.092239,0.457712,0.096455,True,0.46226056705777757,0.09696969502618452
12.416,TARGET_2,0.458331,0.08975,0.443436,0.072255,True,0.4552678259455994,0.08576427467443062
12.48,TARGET_2,0.458929,0.087261,0.462859,0.080812,True,0.4584802990789268,0.08209394516971256
12.544,TARGET_2,0.459527,0.084772,0.463588,0.092207,True,0.46080606535919416,0.08435766636529754
12.608,TARGET_2,0.460125,0.082282,0.447734,0.06583,True,0.4559996150370401,0.07546200822079262
12.672,TARGET_2,0.460723,0.079793,0.448142,0.086686,True,0.4530726790602143,0.07812482742261503
12.736,TARGET_2,0.461321,0.077304,0.463456,0.065189,True,0.457253913311241,0.07141820536025839
12.8,TARGET_2,0.461919,0.074815,0.458259,0.081748,True,0.45786227435795035,0.07377914845284128
12.864,TARGET_2,0.462517,0.072326,0.474546,0.077354,True,0.46468359777300494,0.07364459713958084
12.928,TARGET_2,0.463115,0.069836,0.480768,0.051439,True,0.4714873864343902,0.06339117676034307
12.992,TARGET_2,0.463712,0.067347,0.44471,0.068243,True,0.4615372059222915,0.0635783791463532
13.056,TARGET_2,0.46431,0.064858,0.456446,0.072956,True,0.4597936789773665,0.06566030261108259
13.12,TARGET_2,0.464908,0.062369,0.467618,0.05887,True,0.4630863114590371,0.061506979191375835
13.184,TARGET_2,0.465506,0.05988,0.473303,0.066799,True,0.467426474112402,0.062075914423812606
13.248,TARGET_2,0.466104,0.057391,0.46269,0.038012,True,0.4659805274955684,0.05113394307991104
13.312,TARGET_2,0.466702,0.054901,0.484861,0.041933,True,0.47380643225541946,0.045781105810256954
13.376,TARGET_2,0.4673,0.052412,0.475872,0.059861,True,0.47522484164455003,0.04955467264183116
13.44,TARGET_2,0.467898,0.049923,0.473437,0.04594,True,0.4751328959709243,0.04655603772502978
13.504,TARGET_2,0.468496,0.047434,0.46542,0.046675,True,0.47186735131243596,0.04502105149374947
13.568,TARGET_2,0.469094,0.044945,,,False,0.47258593360425455,0.04246401132142483
13.632,TARGET_2,0.469692,0.042455,0.452682,0.056449,True,0.4632912707366094,0.047938939273344514
13.696,TARGET_2,0.47029,0.039966,,,False,0.46345584927412303,0.045826284554928716
13.76,TARGET_2,0.470888,0.037477,0.477877,0.055553,True,0.4709329171615354,0.04978628650924899
13.824,TARGET_2,0.471486,0.034988,0.485253,0.019572,True,0.47753952882301226,0.03551296440150316
13.888,TARGET_2,0.472084,0.032499,0.480879,0.036402,True,0.4794410764810696,0.03443196748312978
13.952,TARGET_2,0.472682,0.030009,0.455787,0.042722,True,0.4704976301227107,0.03633725403369393
14.016,TARGET_2,0.47328,0.02752,0.466991,0.040104,True,0.46934238347390866,0.036542411261244565
14.08,TARGET_2,0.473878,0.025031,0.491677,0.037395,True,0.4783866326997723,0.035662283636796986
14.144,TARGET_2,0.474476,0.022542,,,False,0.4791880269197362,0.0337075032638142
14.208,TARGET_2,0.475074,0.020053,0.456903,0.036166,True,0.46877650196486015,0.03389622184295707
14.272,TARGET_2,0.475671,0.017564,0.486645,0.03493,True,0.47656245187020335,0.033293797472302225
14.336,TARGET_2,0.476269,0.015074,0.48722,0.021314,True,0.48127715575367336,0.02734900055375826
14.4,TARGET_2,0.476867,0.012585,0.460003,0.025661,True,0.473247219900262,0.025474109391964126
14.464,TARGET_2,0.477465,0.010096,0.473417,-0.005004,True,0.4735173017820832,0.012154835785676475
14.528,TARGET_2,0.478063,0.007607,0.462674,0.018773,True,0.4694199467570201,0.013192796978264866
14.592,TARGET_2,0.478661,0.005118,0.469615,-0.005613,True,0.4695480363916657,0.0042847004897995245
14.656,TARGET_2,0.479259,0.002628,0.488857,-0.006299,True,0.4772421157969953,-0.0015868872186079156
14.72,TARGET_2,0.479857,0.000139,,,False,0.4777563890384893,-0.0045456558406420395
14.784,TARGET_2,0.480455,-0.00235,0.497871,-0.000487,True,0.4877879443301956,-0.004096992976985835
14.848,TARGET_2,0.481053,-0.004839,0.489795,-0.019939,True,0.489244206291704,-0.01248695619059333
14.912,TARGET_2,0.481651,-0.007328,0.494939,-0.007429,True,0.4922021817962427,-0.012238927733188467
14.976,TARGET_2,0.482249,-0.009818,0.463171,-0.017774,True,0.48126569274821024,-0.016192845483735792
15.04,TARGET_2,0.482847,-0.012307,0.496974,-0.020824,True,0.48780946136404935,-0.019814382967228098
15.104,TARGET_2,0.483445,-0.014796,0.476896,-0.032824,True,0.4839860571550833,-0.026777448664526603
15.168,TARGET_2,0.484043,-0.017285,,,False,0.48455757505141234,-0.02999243144178533
15.232,TARGET_2,0.484641,-0.019774,0.500936,-0.030448,True,0.49280660346274663,-0.031867150016064605
15.296,TARGET_2,0.485239,-0.022263,0.471679,-0.041078,True,0.48429062549323043,-0.03761778842979465
15.36,TARGET_2,0.485837,-0.024753,,,False,0.4847610821538313,-0.040902847359046986
15.424,TARGET_2,0.486435,-0.027242,0.498624,-0.031688,True,0.49187491452920434,-0.037987285452294635
15.488,TARGET_2,0.487033,-0.029731,0.493144,-0.029876,True,0.49289748400706845,-0.03614007593775968
15.552,TARGET_2,0.48763,-0.03222,,,False,0.4937417744203373,-0.03882301306992779
15.616,TARGET_2,0.488228,-0.034709,0.48943,-0.041961,True,0.49202364523724273,-0.041732097187655644
15.68,TARGET_2,0.488826,-0.037199,0.489772,-0.042959,True,0.4914459521166691,-0.04379046617248285
15.744,TARGET_2,0.489424,-0.039688,0.49382,-0.041869,True,0.4927941700394497,-0.04457078414322476
15.808,TARGET_2,0.490022,-0.042177,,,False,0.4934679181353964,-0.0471274899689731
15.872,TARGET_2,0.49062,-0.044666,0.509152,-0.028582,True,0.5014939407404934,-0.03934804080844163
15.936,TARGET_2,0.491218,-0.047155,0.495246,-0.029684,True,0.49941174526530524,-0.03631178631804565
16.0,TARGET_2,0.491816,-0.049645,0.482683,-0.069345,True,0.4930955540653002,-0.05084932860923158
16.064,TARGET_2,0.492414,-0.052134,0.49567,-0.037587,True,0.49442967973395274,-0.046983099428452454
16.128,TARGET_2,0.493012,-0.054623,,,False,0.4949797960668256,-0.04905616663222555
16.192,TARGET_2,0.49361,-0.057112,0.48795,-0.074334,True,0.4918383214885646,-0.06243048632401164
16.256,TARGET_2,0.494208,-0.059601,,,False,0.49218502493700084,-0.06512627159749275
16.32,TARGET_2,0.494806,-0.06209,,,False,0.4925317283854371,-0.06782205687097387
16.384,TARGET_2,0.495404,-0.06458,0.50025,-0.058921,True,0.4971599104754796,-0.06378228319246436
16.448,TARGET_2,0.496002,-0.067069,0.500246,-0.077735,True,0.49889405744494925,-0.07148220725843328
16.512,TARGET_2,0.4966,-0.069558,0.482384,-0.077971,True,0.4923194833999249,-0.07573178960243888
16.576,TARGET_2,0.497198,-0.072047,0.505325,-0.090516,True,0.49773335049033335,-0.08333406349058549
16.64,TARGET_2,0.497796,-0.074536,0.490135,-0.085664,True,0.49501891705412165,-0.08605548534140436
16.704,TARGET_2,0.498394,-0.077026,0.488944,-0.074077,True,0.492818732816983,-0.08309116541420124
16.768,TARGET_2,0.498992,-0.079515,0.506182,-0.065503,True,0.49823636946989847,-0.07771714394382427
16.832,TARGET_2,0.499589,-0.082004,0.518634,-0.063957,True,0.5066111221659285,-0.07359231240691332
16.896,TARGET_2,0.500187,-0.084493,0.480588,-0.098154,True,0.4968822015630049,-0.08441906232099035
16.96,TARGET_2,0.500785,-0.086982,0.520314,-0.105909,True,0.5063606957233117,-0.09433583298460632
17.024,TARGET_2,0.501383,-0.089472,0.514092,-0.071287,True,0.5099371638614214,-0.08688568663564165
