time,target,true_x,true_z,meas_x,meas_z
27.136,TARGET_2,0.561524,-0.364924,0.543483,-0.362418
27.200,TARGET_1,0.253952,0.174173,0.252998,0.174207
27.200,TARGET_2,0.560691,-0.362503,0.550519,-0.354106
27.264,TARGET_1,0.255962,0.175759,0.246105,0.164390
27.264,TARGET_2,0.559858,-0.360082,0.573621,-0.378831
27.328,TARGET_1,0.257971,0.177346,0.274099,0.178829
27.328,TARGET_2,0.559025,-0.357662,0.568453,-0.345993
27.392,TARGET_1,0.259980,0.178932,0.252390,0.169671
27.392,TARGET_2,0.558193,-0.355241,0.563439,-0.335451
27.456,TARGET_1,0.261990,0.180518,0.264326,0.175569
27.456,TARGET_2,0.557360,-0.352820,0.556540,-0.342869
27.520,TARGET_1,0.263999,0.182104,0.282225,0.183567
27.520,TARGET_2,0.556527,-0.350399,0.574618,-0.352795
27.584,TARGET_1,0.266008,0.183691,0.271627,0.201366
27.584,TARGET_2,0.555695,-0.347978,0.541621,-0.358226
27.648,TARGET_1,0.268018,0.185277,0.254983,0.171234
27.648,TARGET_2,0.554862,-0.345558,0.541854,-0.365412
27.712,TARGET_1,0.270027,0.186863,0.251062,0.176815
27.712,TARGET_2,0.554029,-0.343137,0.564567,-0.362636
27.776,TARGET_1,0.272036,0.188450,0.266297,0.174063
27.776,TARGET_2,0.553196,-0.340716,0.556135,-0.331736
27.840,TARGET_1,0.274045,0.190036,0.254341,0.177576
27.840,TARGET_2,0.552364,-0.338295,0.546054,-0.321104
27.904,TARGET_1,0.276055,0.191622,0.260082,0.173580
27.904,TARGET_2,0.551531,-0.335874,0.553025,-0.338928
27.968,TARGET_1,0.278064,0.193208,0.264347,0.210780
27.968,TARGET_2,0.550698,-0.333454,0.557353,-0.325407
28.032,TARGET_1,0.280073,0.194795,0.265573,0.180367
28.032,TARGET_2,0.549866,-0.331033,0.565942,-0.322715
28.096,TARGET_1,0.282083,0.196381,0.274672,0.176427
28.096,TARGET_2,0.549033,-0.328612,0.536102,-0.341437
28.160,TARGET_1,0.284092,0.197967,0.279354,0.187958
28.160,TARGET_2,0.548200,-0.326191,0.544446,-0.322239
28.224,TARGET_1,0.286101,0.199554,0.294149,0.213810
28.224,TARGET_2,0.547368,-0.323771,0.567100,-0.331544
28.288,TARGET_1,0.288111,0.201140,0.272386,0.191744
28.288,TARGET_2,0.546535,-0.321350,0.537512,-0.309900
28.352,TARGET_1,0.285684,0.201956,0.271941,0.192130
28.352,TARGET_2,0.545702,-0.318929,0.528072,-0.311884
28.416,TARGET_1,0.283258,0.202773,0.273172,0.191346
28.416,TARGET_2,0.544869,-0.316508,0.561818,-0.316195
28.480,TARGET_1,0.280832,0.203589,0.280954,0.188460
28.480,TARGET_2,0.544037,-0.314087,0.540464,-0.304763
28.544,TARGET_1,0.278405,0.204406,0.291401,0.224136
28.544,TARGET_2,0.543204,-0.311667,0.555021,-0.329571
28.608,TARGET_1,0.275979,0.205222,0.257358,0.189142
28.608,TARGET_2,0.542371,-0.309246,0.545220,-0.305974
28.672,TARGET_1,0.273553,0.206039,0.273359,0.214526
28.672,TARGET_2,0.541539,-0.306825,0.534041,-0.291253
28.736,TARGET_1,0.271126,0.206855,0.256257,0.214654
28.736,TARGET_2,0.540706,-0.304404,0.523556,-0.307145
28.800,TARGET_1,0.268700,0.207672,0.257843,0.214412
28.800,TARGET_2,0.539873,-0.301984,0.558347,-0.305110
28.864,TARGET_1,0.266274,0.208488,0.285646,0.191785
28.864,TARGET_2,0.539040,-0.299563,0.522756,-0.293087
28.928,TARGET_1,0.263847,0.209305,0.248186,0.227085
28.928,TARGET_2,0.538208,-0.297142,0.538225,-0.302480
28.992,TARGET_1,0.261421,0.210121,0.260947,0.210052
28.992,TARGET_2,0.537375,-0.294721,0.526940,-0.294130
29.056,TARGET_1,0.258995,0.210938,0.249283,0.216129
29.056,TARGET_2,0.536542,-0.292300,0.528073,-0.282020
29.120,TARGET_1,0.256569,0.211754,0.244541,0.203090
29.120,TARGET_2,0.535710,-0.289880,0.532848,-0.293469
29.184,TARGET_1,0.254142,0.212571,0.269633,0.219337
29.184,TARGET_2,0.534877,-0.287459,0.544676,-0.284552
29.248,TARGET_1,0.251716,0.213387,0.250301,0.215070
29.248,TARGET_2,0.534044,-0.285038,0.550629,-0.269512
29.312,TARGET_1,0.249290,0.214204,0.248360,0.207609
29.312,TARGET_2,0.533211,-0.282617,0.550487,-0.262903
29.376,TARGET_1,0.246863,0.215020,0.253115,0.212099
29.376,TARGET_2,0.532379,-0.280196,0.529611,-0.293221
29.440,TARGET_1,0.244437,0.215837,0.227253,0.208862
29.440,TARGET_2,0.531546,-0.277776,0.521905,-0.286755
29.504,TARGET_1,0.242011,0.216653,0.243427,0.198632
29.504,TARGET_2,0.530713,-0.275355,0.529093,-0.280451
29.568,TARGET_1,0.239584,0.217470,0.247796,0.216938
29.568,TARGET_2,0.529881,-0.272934,0.522571,-0.282478
29.632,TARGET_1,0.237158,0.218286,0.246765,0.198872
29.632,TARGET_2,0.529048,-0.270513,0.534116,-0.279303
29.696,TARGET_1,0.234732,0.219102,0.253188,0.205504
29.696,TARGET_2,0.528215,-0.268093,0.541631,-0.267985
29.760,TARGET_1,0.232306,0.219919,0.228263,0.223181
29.760,TARGET_2,0.527382,-0.265672,0.516252,-0.252462
29.824,TARGET_1,0.229879,0.220735,0.235389,0.206969
29.824,TARGET_2,0.526550,-0.263251,0.537024,-0.282569
29.888,TARGET_1,0.227453,0.221552,0.242212,0.219485
29.888,TARGET_2,0.525717,-0.260830,0.539386,-0.274540
29.952,TARGET_1,0.225027,0.222368,0.227145,0.216376
29.952,TARGET_2,0.524884,-0.258409,0.523768,-0.251746
30.016,TARGET_1,0.222600,0.223185,0.226572,0.209677
30.016,TARGET_2,0.524052,-0.255989,0.510486,-0.264421
30.080,TARGET_1,0.220174,0.224001,0.219017,0.240321
30.080,TARGET_2,0.523219,-0.253568,0.507236,-0.267108
30.144,TARGET_1,0.217748,0.224818,0.202512,0.211029
30.144,TARGET_2,0.522386,-0.251147,0.535400,-0.252608
30.208,TARGET_1,0.215321,0.225634,0.201417,0.210852
30.208,TARGET_2,0.521554,-0.248726,0.541440,-0.241152
30.272,TARGET_1,0.212895,0.226451,0.198944,0.222593
30.272,TARGET_2,0.520721,-0.246305,0.519622,-0.263562
30.336,TARGET_1,0.210469,0.227267,0.211636,0.244378
30.336,TARGET_2,0.519888,-0.243885,0.512307,-0.257140
30.400,TARGET_1,0.208042,0.228084,0.222047,0.236611
30.400,TARGET_2,0.519055,-0.241464,0.534086,-0.253049
30.464,TARGET_1,0.205616,0.228900,0.185874,0.245575
30.464,TARGET_2,0.518223,-0.239043,0.525970,-0.253927
30.528,TARGET_1,0.203190,0.229717,0.189801,0.234918
30.528,TARGET_2,0.517390,-0.236622,0.505938,-0.220480
30.592,TARGET_1,0.200764,0.230533,0.216279,0.216288
30.592,TARGET_2,0.516557,-0.234202,0.502037,-0.245818
30.656,TARGET_1,0.198337,0.231350,0.191524,0.250352
30.656,TARGET_2,0.515725,-0.231781,0.514326,-0.216261
30.720,TARGET_1,0.195911,0.232166,0.212965,0.229449
30.720,TARGET_2,0.514892,-0.229360,0.531886,-0.237403
30.784,TARGET_1,0.193485,0.232983,0.192391,0.213156
30.784,TARGET_2,0.514059,-0.226939,0.531172,-0.244132
30.848,TARGET_1,0.191058,0.233799,0.211057,0.227970
30.848,TARGET_2,0.513226,-0.224518,0.521932,-0.233405
30.912,TARGET_1,0.188632,0.234616,0.182981,0.222391
30.912,TARGET_2,0.512394,-0.222098,0.526959,-0.218506
30.976,TARGET_1,0.186206,0.235432,0.202713,0.248653
30.976,TARGET_2,0.511561,-0.219677,0.521918,-0.223523
31.040,TARGET_1,0.183779,0.236249,0.173791,0.242331
31.040,TARGET_2,0.510728,-0.217256,0.501510,-0.216826
31.104,TARGET_1,0.181353,0.237065,0.174159,0.231101
31.104,TARGET_2,0.509896,-0.214835,0.498195,-0.222273
31.168,TARGET_1,0.178927,0.237882,0.194784,0.223882
31.168,TARGET_2,0.509063,-0.212415,0.519772,-0.226898
31.232,TARGET_1,0.176500,0.238698,0.187722,0.251621
31.232,TARGET_2,0.508230,-0.209994,0.512002,-0.203837
31.296,TARGET_1,0.174074,0.239515,0.179905,0.250978
31.296,TARGET_2,0.507397,-0.207573,0.512594,-0.189237
31.360,TARGET_1,0.171648,0.240331,0.188856,0.222129
31.360,TARGET_2,0.506565,-0.205152,0.502742,-0.211902
31.424,TARGET_1,0.169222,0.241148,0.176625,0.231993
31.424,TARGET_2,0.505732,-0.202731,0.522509,-0.214416
31.488,TARGET_1,0.166795,0.241964,0.178176,0.254060
31.488,TARGET_2,0.504899,-0.200311,0.516274,-0.204508
31.552,TARGET_1,0.164369,0.242780,0.160464,0.256147
31.552,TARGET_2,0.504067,-0.197890,0.514518,-0.215400
31.616,TARGET_1,0.161943,0.243597,0.148489,0.247267
31.616,TARGET_2,0.503234,-0.195469,0.498183,-0.193885
31.680,TARGET_1,0.159516,0.244413,0.174528,0.254909
31.680,TARGET_2,0.502401,-0.193048,0.511865,-0.194896
31.744,TARGET_1,0.157090,0.245230,0.146832,0.263938
31.744,TARGET_2,0.501569,-0.190627,0.492072,-0.201305
31.808,TARGET_1,0.154664,0.246046,0.154032,0.248407
31.808,TARGET_2,0.500736,-0.188207,0.496828,-0.187701
31.872,TARGET_1,0.152237,0.246863,0.141487,0.247492
31.872,TARGET_2,0.499903,-0.185786,0.482835,-0.186919
31.936,TARGET_1,0.149811,0.247679,0.155841,0.256832
31.936,TARGET_2,0.499070,-0.183365,0.516490,-0.178035
32.000,TARGET_1,0.147385,0.248496,0.134029,0.246492
32.000,TARGET_2,0.498238,-0.180944,0.484942,-0.194607
32.064,TARGET_1,0.144959,0.249312,0.152996,0.236842
32.064,TARGET_2,0.497405,-0.178524,0.513524,-0.191894
32.128,TARGET_1,0.142532,0.250129,0.156350,0.263548
32.128,TARGET_2,0.496572,-0.176103,0.515720,-0.191816
32.192,TARGET_1,0.140106,0.250945,0.154244,0.242976
32.192,TARGET_2,0.495740,-0.173682,0.481981,-0.164388
32.256,TARGET_1,0.137680,0.251762,0.152687,0.249223
32.256,TARGET_2,0.494907,-0.171261,0.493629,-0.164404
32.320,TARGET_1,0.135253,0.252578,0.128573,0.254050
32.320,TARGET_2,0.494074,-0.168840,0.508062,-0.182088
32.384,TARGET_1,0.132827,0.253395,0.146659,0.240943
32.384,TARGET_2,0.493241,-0.166420,0.501556,-0.146490
32.448,TARGET_1,0.130401,0.254211,0.134741,0.264573
32.448,TARGET_2,0.492409,-0.163999,0.495899,-0.180370
32.512,TARGET_1,0.127974,0.255028,0.133295,0.246897
32.512,TARGET_2,0.491576,-0.161578,0.495084,-0.145294
32.576,TARGET_1,0.125548,0.255844,0.135809,0.241146
32.576,TARGET_2,0.490743,-0.159157,0.498345,-0.175754
32.640,TARGET_1,0.123122,0.256661,0.136071,0.274953
32.640,TARGET_2,0.489911,-0.156736,0.495774,-0.160976
32.704,TARGET_1,0.120695,0.257477,0.138668,0.263872
32.704,TARGET_2,0.489078,-0.154316,0.492749,-0.153253
32.768,TARGET_1,0.118269,0.258294,0.108929,0.266549
32.768,TARGET_2,0.488245,-0.151895,0.469456,-0.141485
32.832,TARGET_1,0.115843,0.259110,0.098575,0.252760
32.832,TARGET_2,0.487412,-0.149474,0.481737,-0.168718
32.896,TARGET_1,0.113417,0.259927,0.123323,0.255616
32.896,TARGET_2,0.486580,-0.147053,0.489502,-0.152407
32.960,TARGET_1,0.110990,0.260743,0.108685,0.279135
32.960,TARGET_2,0.485747,-0.144633,0.478992,-0.146174
33.024,TARGET_1,0.108564,0.261560,0.120238,0.272474
33.024,TARGET_2,0.484914,-0.142212,0.465105,-0.161796
33.088,TARGET_1,0.106138,0.262376,0.114576,0.262037
33.088,TARGET_2,0.484082,-0.139791,0.500046,-0.130170
33.152,TARGET_1,0.103711,0.263193,0.107230,0.272739
33.152,TARGET_2,0.483249,-0.137370,0.474570,-0.120029
33.216,TARGET_1,0.101285,0.264009,0.113786,0.249639
33.216,TARGET_2,0.482416,-0.134949,0.478044,-0.153124
33.280,TARGET_1,0.098859,0.264825,0.080451,0.251236
33.280,TARGET_2,0.481583,-0.132529,0.463587,-0.134650
33.344,TARGET_1,0.096432,0.265642,0.080339,0.285641
33.344,TARGET_2,0.480751,-0.130108,0.464540,-0.117658
33.408,TARGET_1,0.094006,0.266458,0.111687,0.260895
33.408,TARGET_2,0.479918,-0.127687,0.468516,-0.140201
33.472,TARGET_1,0.091580,0.267275,0.094286,0.260681
33.472,TARGET_2,0.479085,-0.125266,0.475271,-0.133955
33.536,TARGET_1,0.089154,0.268091,0.080376,0.256666
33.536,TARGET_2,0.478253,-0.122846,0.484666,-0.103084
33.600,TARGET_1,0.086727,0.268908,0.076223,0.268745
33.600,TARGET_2,0.477420,-0.120425,0.460939,-0.112089
33.664,TARGET_1,0.084301,0.269724,0.090660,0.284420
33.664,TARGET_2,0.476587,-0.118004,0.459577,-0.121388
33.728,TARGET_1,0.081875,0.270541,0.086834,0.268569
33.728,TARGET_2,0.475755,-0.115583,0.482994,-0.129381
33.792,TARGET_1,0.079448,0.271357,0.093398,0.254857
33.792,TARGET_2,0.474922,-0.113162,0.491305,-0.099743
33.856,TARGET_1,0.077022,0.272174,0.071413,0.290045
33.856,TARGET_2,0.474089,-0.110742,0.454414,-0.092728
33.920,TARGET_1,0.074596,0.272990,0.073202,0.262417
33.920,TARGET_2,0.473256,-0.108321,0.471696,-0.119164
33.984,TARGET_1,0.072169,0.273807,0.089404,0.265628
33.984,TARGET_2,0.472424,-0.105900,0.485487,-0.095969
34.048,TARGET_1,0.069743,0.274623,0.080478,0.289174
34.048,TARGET_2,0.471591,-0.103479,0.454672,-0.101886
34.112,TARGET_1,0.067317,0.275440,0.068923,0.286747
34.112,TARGET_2,0.470758,-0.101058,0.474591,-0.112203
34.176,TARGET_1,0.064890,0.276256,0.068440,0.293754
34.176,TARGET_2,0.469926,-0.098638,0.469516,-0.091214
34.240,TARGET_1,0.062464,0.277073,0.046298,0.285201
34.240,TARGET_2,0.469093,-0.096217,0.463975,-0.101153
34.304,TARGET_1,0.060038,0.277889,0.055158,0.285237
34.304,TARGET_2,0.468260,-0.093796,0.459141,-0.106370
34.368,TARGET_1,0.057612,0.278706,0.050595,0.259576
34.368,TARGET_2,0.467427,-0.091375,0.480546,-0.091497
34.432,TARGET_1,0.055185,0.279522,0.050579,0.262065
34.432,TARGET_2,0.466595,-0.088955,0.463386,-0.092332
34.496,TARGET_1,0.052759,0.280339,0.033150,0.286644
34.496,TARGET_2,0.465762,-0.086534,0.461640,-0.078220
34.560,TARGET_1,0.050333,0.281155,0.068559,0.295943
34.560,TARGET_2,0.464929,-0.084113,0.447284,-0.084674
34.624,TARGET_1,0.047906,0.281972,0.042100,0.277772
34.624,TARGET_2,0.464097,-0.081692,0.465814,-0.094955
34.688,TARGET_1,0.045480,0.282788,0.063900,0.280750
34.688,TARGET_2,0.463264,-0.079271,0.454357,-0.069418
34.752,TARGET_1,0.043054,0.283605,0.041917,0.280327
34.752,TARGET_2,0.462431,-0.076851,0.448615,-0.061322
34.816,TARGET_1,0.040627,0.284421,0.034377,0.266445
34.816,TARGET_2,0.461598,-0.074430,0.444880,-0.057876
34.880,TARGET_1,0.038201,0.285238,0.057935,0.284088
34.880,TARGET_2,0.460766,-0.072009,0.443376,-0.085282
34.944,TARGET_1,0.035775,0.286054,0.047768,0.297975
34.944,TARGET_2,0.459933,-0.069588,0.459182,-0.056489
35.008,TARGET_1,0.033348,0.286870,0.045886,0.292642
35.008,TARGET_2,0.459100,-0.067167,0.466986,-0.060466
35.072,TARGET_1,0.030922,0.287687,0.033888,0.279170
35.072,TARGET_2,0.458268,-0.064747,0.465910,-0.051673
35.136,TARGET_1,0.028496,0.288503,0.046428,0.299798
35.136,TARGET_2,0.457435,-0.062326,0.470673,-0.078539
35.200,TARGET_1,0.026070,0.289320,0.021621,0.301670
35.200,TARGET_2,0.456602,-0.059905,0.455320,-0.049665
35.264,TARGET_1,0.023643,0.290136,0.024674,0.290989
35.264,TARGET_2,0.455769,-0.057484,0.455791,-0.056521
35.328,TARGET_1,0.021217,0.290953,0.020947,0.278806
35.328,TARGET_2,0.454937,-0.055064,0.457557,-0.051364
35.392,TARGET_1,0.018791,0.291769,0.034732,0.309686
35.392,TARGET_2,0.454104,-0.052643,0.434594,-0.059150
35.456,TARGET_1,0.016364,0.292586,0.029977,0.284530
35.456,TARGET_2,0.453271,-0.050222,0.445932,-0.042175
35.520,TARGET_1,0.013938,0.293402,0.029224,0.308790
35.520,TARGET_2,0.452439,-0.047801,0.436023,-0.036212
35.584,TARGET_1,0.011512,0.294219,0.006983,0.277305
35.584,TARGET_2,0.451606,-0.045380,0.445207,-0.036859
35.648,TARGET_1,0.009085,0.295035,-0.006172,0.307054
35.648,TARGET_2,0.450773,-0.042960,0.436484,-0.054897
35.712,TARGET_1,0.006659,0.295852,0.007431,0.289020
35.712,TARGET_2,0.449941,-0.040539,0.444879,-0.059364
35.776,TARGET_1,0.004233,0.296668,0.006807,0.290477
35.776,TARGET_2,0.449108,-0.038118,0.455628,-0.027128
35.840,TARGET_1,0.001807,0.297485,0.006009,0.278889
35.840,TARGET_2,0.448275,-0.035697,0.437451,-0.017680
35.904,TARGET_1,-0.000620,0.298301,-0.016469,0.298719
35.904,TARGET_2,0.447442,-0.033276,0.457139,-0.051921
35.968,TARGET_1,-0.003046,0.299118,0.003660,0.292366
35.968,TARGET_2,0.446610,-0.030856,0.461729,-0.033679
36.032,TARGET_1,-0.005472,0.299934,-0.013977,0.296502
36.032,TARGET_2,0.445777,-0.028435,0.454506,-0.012714
36.096,TARGET_1,-0.007899,0.300751,-0.020389,0.285044
36.096,TARGET_2,0.444944,-0.026014,0.451084,-0.027957
36.160,TARGET_1,-0.010325,0.301567,-0.022522,0.310018
36.160,TARGET_2,0.444112,-0.023593,0.461810,-0.029723
36.224,TARGET_1,-0.012751,0.302384,-0.031588,0.291562
36.224,TARGET_2,0.443279,-0.021173,0.446751,-0.039680
36.288,TARGET_1,-0.015178,0.303200,-0.018198,0.308331
36.288,TARGET_2,0.442446,-0.018752,0.449506,-0.007276
36.352,TARGET_1,-0.017604,0.304017,-0.018043,0.299520
36.352,TARGET_2,0.441613,-0.016331,0.456099,-0.001426
36.416,TARGET_1,-0.020030,0.304833,-0.031863,0.309796
36.416,TARGET_2,0.440781,-0.013910,0.425200,0.003838
36.480,TARGET_1,-0.022457,0.305650,-0.023479,0.308369
36.480,TARGET_2,0.439948,-0.011489,0.435919,-0.009034
36.544,TARGET_1,-0.024883,0.306466,-0.019603,0.313447
36.544,TARGET_2,0.439115,-0.009069,0.439435,-0.010979
36.608,TARGET_1,-0.027309,0.307283,-0.015210,0.293332
36.608,TARGET_2,0.438283,-0.006648,0.440698,-0.006439
36.672,TARGET_1,-0.029735,0.308099,-0.048200,0.295419
36.672,TARGET_2,0.437450,-0.004227,0.436465,-0.022462
36.736,TARGET_1,-0.032162,0.308915,-0.027106,0.314308
36.736,TARGET_2,0.436617,-0.001806,0.455909,-0.005522
36.800,TARGET_1,-0.034588,0.309732,-0.035606,0.310344
36.800,TARGET_2,0.435784,0.000614,0.430049,-0.004845
36.864,TARGET_1,-0.037014,0.310548,-0.017566,0.329768
36.864,TARGET_2,0.434952,0.003035,0.436283,-0.000951
36.928,TARGET_1,-0.039441,0.311365,-0.046406,0.297766
36.928,TARGET_2,0.434119,0.005456,0.444218,0.001804
36.992,TARGET_1,-0.041867,0.312181,-0.042483,0.315672
36.992,TARGET_2,0.433286,0.007877,0.429099,0.019971
37.056,TARGET_1,-0.044293,0.312998,-0.062294,0.313538
37.056,TARGET_2,0.432454,0.010298,0.419061,0.014241
37.120,TARGET_1,-0.046720,0.313814,-0.063212,0.329371
37.120,TARGET_2,0.431621,0.012718,0.422459,0.012469
37.184,TARGET_1,-0.049146,0.314631,-0.067532,0.306235
37.184,TARGET_2,0.430788,0.015139,0.441517,0.013696
37.248,TARGET_1,-0.051572,0.315447,-0.069545,0.318514
37.248,TARGET_2,0.429956,0.017560,0.438572,0.034447
37.312,TARGET_1,-0.053999,0.316264,-0.049427,0.318557
37.312,TARGET_2,0.429123,0.019981,0.421136,0.038535
37.376,TARGET_1,-0.056425,0.317080,-0.037669,0.314957
37.376,TARGET_2,0.428290,0.022402,0.432035,0.031646
37.440,TARGET_1,-0.058851,0.317897,-0.073797,0.313736
37.440,TARGET_2,0.427457,0.024822,0.410879,0.021915
37.504,TARGET_1,-0.061277,0.318713,-0.043146,0.333659
37.504,TARGET_2,0.426625,0.027243,0.433114,0.007799
37.568,TARGET_1,-0.063704,0.319530,-0.075438,0.306943
37.568,TARGET_2,0.425792,0.029664,0.412889,0.014436
37.632,TARGET_1,-0.066130,0.320346,-0.048879,0.336605
37.632,TARGET_2,0.424959,0.032085,0.416023,0.019791
37.696,TARGET_1,-0.068556,0.321163,-0.083594,0.321696
37.696,TARGET_2,0.424127,0.034505,0.429276,0.031805
37.760,TARGET_1,-0.070983,0.321979,-0.088072,0.341694
37.760,TARGET_2,0.423294,0.036926,0.412211,0.037812
37.824,TARGET_1,-0.073409,0.322796,-0.082428,0.331258
37.824,TARGET_2,0.422461,0.039347,0.437893,0.047483
37.888,TARGET_1,-0.075835,0.323612,-0.082208,0.316658
37.888,TARGET_2,0.421628,0.041768,0.428640,0.030512
37.952,TARGET_1,-0.078262,0.324429,-0.066487,0.305056
37.952,TARGET_2,0.420796,0.044189,0.413126,0.050349
38.016,TARGET_1,-0.080688,0.325245,-0.094018,0.337967
38.016,TARGET_2,0.419963,0.046609,0.411058,0.035162
38.080,TARGET_1,-0.083114,0.326062,-0.091174,0.320078
38.080,TARGET_2,0.419130,0.049030,0.431670,0.047352
38.144,TARGET_1,-0.085540,0.326878,-0.095443,0.334729
38.144,TARGET_2,0.418298,0.051451,0.412301,0.052805
38.208,TARGET_1,-0.087967,0.327695,-0.078212,0.337279
38.208,TARGET_2,0.417465,0.053872,0.423308,0.051171
38.272,TARGET_1,-0.090393,0.328511,-0.090609,0.337601
38.272,TARGET_2,0.416632,0.056293,0.405550,0.048414
38.336,TARGET_1,-0.092819,0.329328,-0.096122,0.322991
38.336,TARGET_2,0.415799,0.058713,0.406697,0.052865
38.400,TARGET_1,-0.095246,0.330144,-0.113792,0.312694
38.400,TARGET_2,0.414967,0.061134,0.422629,0.056053
38.464,TARGET_1,-0.097672,0.330960,-0.115679,0.315333
38.464,TARGET_2,0.414134,0.063555,0.410148,0.059538
38.528,TARGET_1,-0.100098,0.331777,-0.102389,0.340480
38.528,TARGET_2,0.413301,0.065976,0.417282,0.069024
38.592,TARGET_1,-0.102525,0.332593,-0.120391,0.315607
38.592,TARGET_2,0.412469,0.068396,0.397404,0.076984
38.656,TARGET_1,-0.104951,0.333410,-0.124886,0.339695
38.656,TARGET_2,0.411636,0.070817,0.413449,0.075034
38.720,TARGET_1,-0.107377,0.334226,-0.091964,0.324711
38.720,TARGET_2,0.410803,0.073238,0.398428,0.077354
38.784,TARGET_1,-0.109804,0.335043,-0.123824,0.336251
38.784,TARGET_2,0.409970,0.075659,0.418555,0.076341
38.848,TARGET_1,-0.112230,0.335859,-0.110772,0.324547
38.848,TARGET_2,0.409138,0.078080,0.405176,0.071806
38.912,TARGET_1,-0.114656,0.336676,-0.133776,0.317137
38.912,TARGET_2,0.408305,0.080500,0.421788,0.094917
38.976,TARGET_1,-0.117082,0.337492,-0.131322,0.324419
38.976,TARGET_2,0.407472,0.082921,0.392382,0.088164
39.040,TARGET_1,-0.119509,0.338309,-0.134305,0.349331
39.040,TARGET_2,0.406640,0.085342,0.397375,0.082600
39.104,TARGET_1,-0.121935,0.339125,-0.112726,0.352449
39.104,TARGET_2,0.405807,0.087763,0.423347,0.093574
39.168,TARGET_1,-0.124361,0.339942,-0.137939,0.323697
39.168,TARGET_2,0.404974,0.090183,0.392875,0.096255
39.232,TARGET_1,-0.126788,0.340758,-0.144175,0.351976
39.232,TARGET_2,0.404142,0.092604,0.400701,0.102157
39.296,TARGET_1,-0.129214,0.341575,-0.113139,0.323901
39.296,TARGET_2,0.403309,0.095025,0.422451,0.097929
39.360,TARGET_1,-0.131640,0.342391,-0.125392,0.342966
39.360,TARGET_2,0.402476,0.097446,0.422206,0.107670
39.424,TARGET_1,-0.134067,0.343208,-0.142269,0.340311
39.424,TARGET_2,0.401643,0.099867,0.405148,0.100002
39.488,TARGET_1,-0.136493,0.344024,-0.122118,0.328416
39.488,TARGET_2,0.400811,0.102287,0.381521,0.121159
39.552,TARGET_1,-0.138919,0.344841,-0.134561,0.328907
39.552,TARGET_2,0.399978,0.104708,0.388187,0.095348
39.616,TARGET_1,-0.141346,0.345657,-0.156572,0.345768
39.616,TARGET_2,0.399145,0.107129,0.413996,0.113617
39.680,TARGET_1,-0.143772,0.346474,-0.134086,0.335185
39.680,TARGET_2,0.398313,0.109550,0.415240,0.092493
39.744,TARGET_1,-0.146198,0.347290,-0.152920,0.343296
39.744,TARGET_2,0.397480,0.111971,0.387440,0.103638
39.808,TARGET_1,-0.148624,0.348107,-0.142724,0.363062
39.808,TARGET_2,0.396647,0.114391,0.399703,0.095766
39.872,TARGET_1,-0.151051,0.348923,-0.157746,0.361539
39.872,TARGET_2,0.395814,0.116812,0.397912,0.110078
39.936,TARGET_1,-0.153477,0.349740,-0.138129,0.348788
39.936,TARGET_2,0.394982,0.119233,0.402993,0.110460
40.000,TARGET_1,-0.155903,0.350556,-0.155518,0.339681
40.000,TARGET_2,0.394149,0.121654,0.390502,0.129704
40.064,TARGET_1,-0.158330,0.351373,-0.166703,0.359844
40.064,TARGET_2,0.393316,0.124074,0.397813,0.132984
40.128,TARGET_1,-0.160756,0.352189,-0.159063,0.346979
40.128,TARGET_2,0.392484,0.126495,0.385105,0.139858
40.192,TARGET_1,-0.163182,0.353005,-0.151560,0.338854
40.192,TARGET_2,0.391651,0.128916,0.396449,0.126023
40.256,TARGET_1,-0.165609,0.353822,-0.175026,0.359155
40.256,TARGET_2,0.390818,0.131337,0.387209,0.126105
40.320,TARGET_1,-0.168035,0.354638,-0.175498,0.352493
40.320,TARGET_2,0.389985,0.133758,0.384037,0.138692
40.384,TARGET_1,-0.170461,0.355455,-0.164346,0.339806
40.384,TARGET_2,0.389153,0.136178,0.383675,0.134900
40.448,TARGET_1,-0.172887,0.356271,-0.158962,0.345387
40.448,TARGET_2,0.388320,0.138599,0.376855,0.131693
40.512,TARGET_1,-0.175314,0.357088,-0.157724,0.346815
40.512,TARGET_2,0.387487,0.141020,0.383516,0.151231
40.576,TARGET_1,-0.177740,0.357904,-0.173025,0.359022
40.576,TARGET_2,0.386655,0.143441,0.405599,0.147471
40.640,TARGET_1,-0.180166,0.358721,-0.166089,0.343750
40.640,TARGET_2,0.385822,0.145862,0.383678,0.161290
40.704,TARGET_1,-0.182593,0.359537,-0.187342,0.375653
40.704,TARGET_2,0.384989,0.148282,0.383662,0.145370
40.768,TARGET_1,-0.185019,0.360354,-0.166069,0.356277
40.768,TARGET_2,0.384156,0.150703,0.379825,0.160113
40.832,TARGET_1,-0.187445,0.361170,-0.173129,0.347204
40.832,TARGET_2,0.383324,0.153124,0.380421,0.141792
40.896,TARGET_1,-0.189872,0.361987,-0.200458,0.373561
40.896,TARGET_2,0.382491,0.155545,0.382119,0.144252
40.960,TARGET_1,-0.192298,0.362803,-0.201127,0.369183
40.960,TARGET_2,0.381658,0.157965,0.379520,0.175349
41.024,TARGET_1,-0.194724,0.363620,-0.193687,0.354671
41.024,TARGET_2,0.380826,0.160386,0.396000,0.169422
